Review_ID,Text,Dominant_Topic,Top_Keywords
172,might favourit vr yet puzzl challeng yet intuit hint system handi,19,"minu, fall, descript, revamp, catalog, click, calm, bare, juli, metal"
173,fun clever love everyth puzzl could challeng noth obtus frustrat nice balanc puzzl graphic good stori solid right length type,41,"viread, irrit, trojan, appl, ever, unfortunatelli, suitabl, jai, skirt, encount"
174,like sibl room dark matter provid intrigu contempl pleasantli intric puzzl solv though obvious greater immers thank vr there physic mechan feel satisfi use hand control interact screen difficulti never frustrat partner doesnt play vr much enjoy endtoend recommend look less hectic vr experi,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
175,good fisherman tale expect die vr make puzzl game much better part tough spot clue system perfect,30,"drag, face, hungri, rapidli, unobtrus, plummet, internet, ladi, field, temp"
176,one best vr experi ever,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
177,great well done,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
178,excel wonder experi realli good time puzzl good took hour complet time feel wast even think replay good time stori bit hard follow end bit abrupt unclear experi big part encount singl bug play prevent progress reload save file work,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
179,wonder immers spectacular great work,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
180,realli awesom puzzl satisfi specif itch right difficulti littl short that get puzzl game,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
181,vr great puzzl escap room difficult requir think clear dev spent lot effort ambianc detail,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
182,excel nice puzzl bauti graphic inmers stori wonder vr experi recommend,41,"viread, irrit, trojan, appl, ever, unfortunatelli, suitabl, jai, skirt, encount"
183,fantast escap room adventur make full use magic vr took hour im glad avail infin yeah could fun share experi friend want buy person note magic theme brew potion portray posit want keep kid away good know that also gener creepi young kid theread good job launch right action tutori appear subtli begin first puzzl doesnt spoon feed thing next gener get stuck there simpl hint system help figur next step abl puzzl variou uniqu interest design whole thing refin sleek whole way mustplay sure,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
184,wonderful make great use vr puzzl challeng fun must play,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
185,great stori great movement easi puzzl puzzl arent hardest pay attent everyth get stuck coupl time search around figur would definitley recommend anyon enjoy stori driven puzzl,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
186,beauti everyth perfectli balanc puzzl overli complic,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
187,highli recommend difficult intellig fun despit issu stabil interact still give star base calibr gameplay flow church look forward rest well worth,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
188,amaz great easi enjoy puzzl kept interest entir time worth time would happili buy next softwar product,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
189,great,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
190,excel spend time immers great puzzl except graphic well worth time fanci good mysteri,37,"burn, seatedstand, md, morelay, breathtak, teleport, tear, dimens, restaraunt, way"
191,fun experi puzzl could bit like nonvr game that reason give star love,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
192,absolut love mood esthet beauti puzzl fun rd th room bit challeng complaint would annoy activ len everi time chang place,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
193,enjoy fun disappoint finish,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
194,one best vr experi play guy genius,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
195,one best game ive honestli play vr yet intricasi creepi vibe made incred brain puzzl think differ step time definit make difficult good way plu way get hint case your stuck absolut amaz hope sequel anoth room come soon cant wait,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
196,one best game vr slightli spooki famili friendli room vr one smoothest experi ive vr everyth work flawlessli almost clutter jank discomfort movement control huge achiev fireproof game right theyv manag bring smooth experi fun engag escap room puzzl recommend anyon enjoy assort puzzlebox style gameplay,8,"racket, dof, studder, gore, stop, trough, spellcast, archer, crystal, inner"
197,great love,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
198,excel product around great graphic physic work well interest environ also big plu hint util realli get stuck without find walkthrough internet highli reccomend titl say game,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
199,wow wow got total mindblown id describ escap room experi immers ambienc blew away differ scene arent time explor solv puzzl leisurey differ room differ theme connect start first room advanc puzzl arent actual difficult solv still realli enjoy total recommend thiread more,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
200,work great oculu quest wireless virtual desktop reall good explor good graphic good puzzl foreign languag local overal good nice experi,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
201,great puzzl arent hard still engag hint mecan well thought nose control also good anim fluid music well balanc great overal ambianc didnt make one go think shack stage bit weaker one probabl look puzzl felt bit repetit overal realli enjoy play,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
202,play minut far alreadi excit,30,"drag, face, hungri, rapidli, unobtrus, plummet, internet, ladi, field, temp"
203,one amaz game vr,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
204,well made superb graphic realli enjoy,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
205,masterpiec room game pc smartphon alreadi realli impress visual vr wow amaz puzzl awesom definit list must play vr game,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
206,room vr dark matter cantmiss titl puzzl time tricki doabl admittedli reli hint twice veteran genr might abl figur obscur challeng without help highli recommend,47,"host, weather, shock, technolog, spook, greatest, potion, night, pure, illumin"
207,realli immers realli enjoy would recommend,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
208,fantast puzzler great stori graphic puzzl immers unforgett place great hint system hour,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
209,absolut grandios rtselgam ich mocht die flat game schon aber da jetzt vr einfach super zustzlich ist die qualitt der umsetzung wirklich poliert und ein der besten vr titel zur zeit super macht weiter nur mit solch guten game kommt vr auch der nisch dank fireproof game absolut great puzzl alreadi like flat game great vr qualiti realli polish current one best vr titl keep good game vr leaveread more nich thank fireproof game,43,"von, five, accident, week, natur, industri, musicrhythm, russian, extrem, viveport"
210,excel alway,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
211,reviewinprogress im enjoy much previou one good job gripe star cant play wife there good spectat mode let particip without get sick id love sort nonjitteri mirror screen see without barf,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
212,nice transit mobil vr would given puzzl wasnt buggi one pipe without say spoiler realli realli glitchi point readi uninstal buggi level bad,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
213,great around,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
214,longtim fan room seri felt one need extra level done quicker mobil one definit recommend perhap multipl end avail uniqu storylin would feel interest purchas wait super sale purchas,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
215,puzzl noth realli star rate suggest play your puzzlemysteri wouldnt say mustplay titl,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
216,good great visual puzzl mechanc bit short,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
217,good,7,"moreion, topnotch, goggl, public, regularli, fantahorn, eread, signifi, home, vfr"
218,pro high qualiti immers atmospher creativ fun con easi puzzl creativ lack depth introduc interest concept move next without challeng brain linear one way solv piec limit option easi figur mani puzzl dont requir understand one thing wave one item around cread morelick somewher even combin lock often option accident figur tri option would pay hour long fun keep get someth new dont get stuck anywher fine want vegit vr bit fun great viveport infin subscrib,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
